Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  975.1,  17.2,   8.6,  56.9,    9.0,    7.5,  11.7, 230.0, 999.0,  -63.726, -29.905, 999.0, 999.0,   341.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
9999.0,  975.0, 999.0, 999.0, 999.0, 9999.0, 9999.0, 999.0, 999.0, 999.0, 9999.000, 999.000, 999.0, 999.0, 99999.0, 99.0,  9.0,  9.0,  9.0,  9.0,  9.0
   7.1,  970.0,  17.0,   8.1,  55.6,    5.3,   10.4,  11.7, 206.8,   6.0,  -63.726, -29.905, 999.0, 999.0,   385.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  14.2,  965.0,  16.8,   7.5,  54.3,    0.8,   11.7,  11.7, 183.9,   5.5,  -63.726, -29.905, 999.0, 999.0,   429.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  20.4,  960.0,  16.4,   7.5,  55.6,    0.8,   11.7,  11.8, 183.7,   8.0,  -63.726, -29.904, 999.0, 999.0,   474.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  27.4,  955.0,  16.0,   7.4,  56.5,    0.7,   12.7,  12.8, 183.1,   5.1,  -63.726, -29.903, 999.0, 999.0,   519.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  35.4,  950.0,  15.6,   7.5,  58.3,    0.3,   14.0,  14.0, 181.2,   7.5,  -63.726, -29.902, 999.0, 999.0,   563.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  42.4,  945.0,  15.3,   7.5,  59.8,    0.5,   14.6,  14.6, 182.0,   7.0,  -63.726, -29.902, 999.0, 999.0,   607.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  48.9,  940.0,  14.8,   7.5,  61.4,    0.8,   15.3,  15.4, 183.0,   7.0,  -63.726, -29.901, 999.0, 999.0,   653.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  55.1,  935.0,  14.4,   7.5,  63.0,    0.7,   16.0,  16.0, 182.5,   6.5,  -63.726, -29.900, 999.0, 999.0,   698.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  61.6,  930.0,  14.0,   7.5,  64.8,    0.6,   16.5,  16.5, 182.1,   6.5,  -63.726, -29.899, 999.0, 999.0,   744.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  69.0,  925.0,  13.8,   8.0,  68.0,   -0.3,   16.9,  16.9, 179.0,   4.0,  -63.726, -29.898, 999.0, 999.0,   789.0,  2.0,  1.0,  1.0,  1.0,  1.0, 99.0
  76.3,  920.0,  13.7,   8.8,  72.5,   -1.5,   16.7,  16.7, 174.7,   5.5,  -63.726, -29.897, 999.0, 999.0,   834.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  83.8,  915.0,  13.5,   9.3,  75.7,   -3.0,   15.2,  15.5, 169.0,   6.0,  -63.726, -29.895, 999.0, 999.0,   881.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
