Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  883.2,  26.9,  -1.3,  15.6,   -4.0,   -8.2,   9.1,  26.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
   5.3,  880.0,  22.4,  -3.8,  17.1,   -3.7,   -6.0,   7.1,  31.8,   6.0,  -64.730, -32.130, 999.0, 999.0,  1171.7,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
  13.2,  875.0,  21.3,  -4.1,  17.8,   -4.6,   -8.3,   9.4,  29.1,   5.8,  -64.731, -32.131, 999.0, 999.0,  1222.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  21.3,  870.0,  20.8,  -4.3,  18.2,   -4.5,   -9.2,  10.3,  25.8,   5.6,  -64.731, -32.131, 999.0, 999.0,  1272.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  30.0,  865.0,  20.3,  -4.2,  18.8,   -3.9,   -9.2,  10.0,  23.0,   5.9,  -64.731, -32.132, 999.0, 999.0,  1320.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  42.0,  860.0,  19.8,  -4.4,  19.1,   -3.5,   -8.3,   9.0,  22.9,   5.3,  -64.732, -32.133, 999.0, 999.0,  1368.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  52.8,  855.0,  19.2,  -4.5,  19.7,   -3.5,   -7.5,   8.3,  25.0,   4.1,  -64.732, -32.134, 999.0, 999.0,  1419.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  65.0,  850.0,  18.7,  -4.7,  20.1,   -3.5,   -7.6,   8.4,  24.7,   4.0,  -64.733, -32.135, 999.0, 999.0,  1470.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  77.0,  845.0,  18.3,  -4.7,  20.5,   -3.6,   -7.8,   8.6,  24.8,   4.2,  -64.733, -32.136, 999.0, 999.0,  1521.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  90.0,  840.0,  17.9,  -4.7,  21.0,   -3.3,   -8.3,   8.9,  21.7,   3.3,  -64.734, -32.136, 999.0, 999.0,  1570.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 104.5,  835.0,  17.5,  -4.9,  21.4,   -2.4,   -8.6,   8.9,  15.6,   3.1,  -64.734, -32.138, 999.0, 999.0,  1621.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 118.7,  830.0,  16.9,  -5.0,  21.9,   -2.0,   -8.6,   8.8,  13.1,   4.2,  -64.734, -32.139, 999.0, 999.0,  1671.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 128.8,  825.0,  16.5,  -5.1,  22.3,   -2.5,   -8.6,   9.0,  16.2,   4.4,  -64.735, -32.139, 999.0, 999.0,  1724.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 137.8,  820.0,  16.0,  -5.2,  22.9,   -2.7,   -8.3,   8.7,  18.0,   5.8,  -64.735, -32.140, 999.0, 999.0,  1776.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 146.8,  815.0,  15.4,  -5.3,  23.6,   -2.5,   -7.7,   8.1,  18.0,   5.6,  -64.735, -32.141, 999.0, 999.0,  1829.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 155.6,  810.0,  14.9,  -5.3,  24.3,   -1.8,   -7.1,   7.3,  14.5,   6.4,  -64.735, -32.141, 999.0, 999.0,  1881.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 165.7,  805.0,  14.4,  -5.2,  25.3,   -0.8,   -7.1,   7.1,   6.1,   4.3,  -64.735, -32.142, 999.0, 999.0,  1932.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 177.4,  800.0,  14.0,  -5.3,  25.9,    0.3,   -7.5,   7.5, 357.4,   5.4,  -64.736, -32.143, 999.0, 999.0,  1984.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 188.4,  795.0,  13.6,  -5.5,  26.1,    0.8,   -7.9,   7.9, 354.2,   5.6,  -64.735, -32.143, 999.0, 999.0,  2037.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 199.3,  790.0,  13.3,  -5.5,  26.7,    1.0,   -8.4,   8.5, 353.2,   5.1,  -64.735, -32.144, 999.0, 999.0,  2090.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 210.6,  785.0,  12.6,  -5.8,  27.3,    0.9,   -8.8,   8.9, 354.2,   4.6,  -64.735, -32.145, 999.0, 999.0,  2143.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 220.8,  780.0,  12.1,  -5.8,  28.1,    1.1,   -8.1,   8.2, 352.4,   3.8,  -64.735, -32.146, 999.0, 999.0,  2197.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 230.8,  775.0,  11.6,  -5.7,  29.4,    1.8,   -7.1,   7.3, 346.1,   5.1,  -64.735, -32.147, 999.0, 999.0,  2250.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 240.2,  770.0,  11.1,  -5.6,  30.6,    2.7,   -6.7,   7.2, 337.8,   7.4,  -64.735, -32.147, 999.0, 999.0,  2305.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 250.6,  765.0,  10.6,  -5.7,  31.2,    3.5,   -7.2,   8.0, 333.9,   4.3,  -64.734, -32.148, 999.0, 999.0,  2357.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 261.7,  760.0,  10.2,  -6.0,  31.5,    3.7,   -8.0,   8.8, 335.1,   6.0,  -64.734, -32.149, 999.0, 999.0,  2413.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 272.2,  755.0,   9.6,  -6.1,  32.6,    4.1,   -7.8,   8.8, 332.2,   6.4,  -64.734, -32.149, 999.0, 999.0,  2469.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 282.0,  750.0,   9.1,  -6.0,  33.8,    4.5,   -7.2,   8.5, 328.0,   4.6,  -64.733, -32.150, 999.0, 999.0,  2523.4,  2.0,  1.0,  1.0,  1.0,  1.0, 99.0
 292.3,  745.0,   8.7,  -6.4,  33.7,    4.7,   -6.7,   8.2, 324.7,   3.5,  -64.733, -32.151, 999.0, 999.0,  2579.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 303.4,  740.0,   8.2,  -6.6,  34.4,    4.7,   -6.0,   7.7, 321.8,   5.8,  -64.732, -32.151, 999.0, 999.0,  2636.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 314.0,  735.0,   8.0,  -7.9,  31.4,    4.6,   -5.7,   7.3, 321.1,   5.7,  -64.732, -32.152, 999.0, 999.0,  2691.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 326.0,  730.0,   7.5,  -8.3,  31.6,    4.5,   -5.1,   6.8, 318.6,   3.8,  -64.731, -32.152, 999.0, 999.0,  2749.1,  2.0,  1.0,  1.0,  1.0,  1.0, 99.0
 338.0,  725.0,   6.9,  -8.3,  32.9,    4.2,   -4.3,   6.0, 315.7,   6.0,  -64.730, -32.153, 999.0, 999.0,  2803.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 348.4,  720.0,   6.9, -10.9,  27.0,    3.0,   -3.9,   4.9, 322.2,   5.5,  -64.730, -32.153, 999.0, 999.0,  2860.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 359.7,  715.0,   7.8, -19.0,  13.0,    1.5,   -3.6,   3.9, 337.2,   4.0,  -64.730, -32.154, 999.0, 999.0,  2918.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 373.0,  710.0,   7.9, -25.8,   7.1,    0.4,   -3.8,   3.8, 354.0,   4.8,  -64.730, -32.154, 999.0, 999.0,  2975.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 385.5,  705.0,   7.6, -31.2,   4.4,   -0.1,   -4.1,   4.1,   1.4,   6.1,  -64.730, -32.155, 999.0, 999.0,  3032.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 396.7,  700.0,   8.0, -26.2,   6.8,   -0.2,   -3.9,   3.9,   2.9,   4.4,  -64.730, -32.155, 999.0, 999.0,  3091.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 409.0,  695.0,   7.4, -26.0,   7.2,    0.7,   -3.7,   3.8, 349.3,   4.6,  -64.730, -32.156, 999.0, 999.0,  3150.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 420.5,  690.0,   7.1, -22.3,  10.3,    1.7,   -3.5,   3.9, 334.8,   3.3,  -64.729, -32.156, 999.0, 999.0,  3211.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 434.7,  685.0,   6.8, -18.9,  14.0,    1.4,   -3.5,   3.8, 338.2,   4.3,  -64.729, -32.156, 999.0, 999.0,  3270.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 446.2,  680.0,   6.3, -18.5,  14.9,    0.8,   -3.6,   3.7, 347.7,   5.5,  -64.729, -32.157, 999.0, 999.0,  3329.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 456.6,  675.0,   5.7, -18.1,  16.2,    0.8,   -3.2,   3.3, 346.1,   5.5,  -64.729, -32.157, 999.0, 999.0,  3390.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 466.6,  670.0,   5.3, -16.7,  18.7,    1.4,   -2.3,   2.7, 329.8,   4.8,  -64.729, -32.157, 999.0, 999.0,  3450.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 477.6,  665.0,   4.7, -16.7,  19.5,    1.6,   -0.9,   1.9, 300.4,   7.0,  -64.729, -32.157, 999.0, 999.0,  3511.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 491.7,  660.0,   4.1, -16.8,  20.1,    1.7,    0.2,   1.7, 263.2,   3.9,  -64.729, -32.157, 999.0, 999.0,  3573.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 507.0,  655.0,   4.0, -17.5,  19.1,    2.6,   -0.1,   2.6, 272.2,   3.9,  -64.728, -32.157, 999.0, 999.0,  3634.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 522.5,  650.0,   3.7, -18.6,  17.8,    3.4,   -0.8,   3.5, 283.2,   2.9,  -64.728, -32.157, 999.0, 999.0,  3697.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 538.0,  645.0,   3.3, -19.8,  16.5,    3.9,   -1.5,   4.2, 291.0,   5.2,  -64.727, -32.158, 999.0, 999.0,  3760.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 553.5,  640.0,   3.0, -20.5,  15.9,    4.6,   -2.0,   5.0, 293.2,   4.8,  -64.726, -32.158, 999.0, 999.0,  3822.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 567.7,  635.0,   2.5, -21.0,  15.7,    5.5,   -2.3,   6.0, 292.7,   3.8,  -64.726, -32.158, 999.0, 999.0,  3887.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 582.3,  630.0,   2.0, -22.4,  14.4,    6.5,   -2.5,   7.0, 290.9,   5.7,  -64.725, -32.158, 999.0, 999.0,  3949.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 594.4,  625.0,   1.8, -25.2,  11.4,    7.1,   -2.3,   7.5, 287.9,   4.9,  -64.724, -32.159, 999.0, 999.0,  4012.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 606.5,  620.0,   1.4, -27.3,   9.8,    7.3,   -1.8,   7.5, 283.9,   3.6,  -64.723, -32.159, 999.0, 999.0,  4079.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 621.7,  615.0,   0.8, -27.6,   9.8,    7.6,   -0.8,   7.6, 276.3,   4.7,  -64.722, -32.159, 999.0, 999.0,  4144.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 638.0,  610.0,   0.2, -27.7,  10.2,    7.6,   -0.5,   7.6, 273.8,   4.4,  -64.720, -32.159, 999.0, 999.0,  4209.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 651.8,  605.0,  -0.4, -28.2,  10.1,    7.7,    0.0,   7.7, 270.1,   5.4,  -64.719, -32.159, 999.0, 999.0,  4274.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 664.0,  600.0,  -0.9, -29.6,   9.3,    7.7,    0.1,   7.7, 269.3,   3.6,  -64.718, -32.159, 999.0, 999.0,  4341.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 680.0,  595.0,  -1.6, -29.9,   9.5,    7.6,    0.0,   7.6, 270.0,   4.3,  -64.717, -32.159, 999.0, 999.0,  4407.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 696.3,  590.0,  -2.2, -30.0,   9.8,    8.1,    0.0,   8.1, 270.0,   4.4,  -64.715, -32.159, 999.0, 999.0,  4474.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 712.3,  585.0,  -2.8, -31.3,   9.1,    8.2,   -0.4,   8.2, 272.8,   4.3,  -64.714, -32.159, 999.0, 999.0,  4543.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 729.3,  580.0,  -3.4, -31.3,   9.5,    8.1,   -0.6,   8.1, 274.2,   3.0,  -64.713, -32.159, 999.0, 999.0,  4611.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 746.3,  575.0,  -4.1, -32.2,   9.2,    8.1,   -0.3,   8.1, 272.1,   3.8,  -64.711, -32.159, 999.0, 999.0,  4678.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
