Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  891.4,  16.6,  15.2,  91.7,   -2.5,   -1.2,   2.8,  64.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  3.0,  3.0,  3.0,  1.0,  1.0, 99.0
   2.1,  890.0,  14.9,  14.4,  96.8,   -2.3,   -1.3,   2.6,  60.3,   6.0,  -64.730, -32.130, 999.0, 999.0,  1152.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  11.4,  885.0,  14.3,  13.2,  93.0,   -3.0,   -2.8,   4.1,  47.6,   3.8,  -64.730, -32.130, 999.0, 999.0,  1200.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  21.2,  880.0,  13.9,  13.1,  94.9,   -3.1,   -4.4,   5.4,  34.9,   4.0,  -64.731, -32.131, 999.0, 999.0,  1249.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  30.0,  875.0,  13.6,  13.0,  96.3,   -2.8,   -5.4,   6.1,  27.4,   5.2,  -64.731, -32.131, 999.0, 999.0,  1295.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  38.6,  870.0,  13.3,  12.7,  96.2,   -2.2,   -6.1,   6.5,  20.2,   4.8,  -64.731, -32.131, 999.0, 999.0,  1345.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  47.3,  865.0,  13.0,  12.5,  97.3,   -1.8,   -6.8,   7.0,  14.6,   6.4,  -64.731, -32.132, 999.0, 999.0,  1394.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  56.5,  860.0,  12.8,  12.1,  96.1,   -1.6,   -7.7,   7.8,  11.8,   5.3,  -64.731, -32.132, 999.0, 999.0,  1442.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  67.4,  855.0,  12.7,  11.3,  91.5,   -2.1,   -8.3,   8.6,  14.1,   3.8,  -64.732, -32.133, 999.0, 999.0,  1492.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  77.4,  850.0,  12.3,  11.3,  93.8,   -2.7,   -8.4,   8.8,  17.8,   4.7,  -64.732, -32.134, 999.0, 999.0,  1541.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  86.8,  845.0,  12.0,  11.1,  94.3,   -2.9,   -8.3,   8.8,  19.3,   5.1,  -64.732, -32.135, 999.0, 999.0,  1589.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  95.6,  840.0,  11.4,  11.0,  97.5,   -2.5,   -8.7,   9.0,  16.1,   4.7,  -64.732, -32.135, 999.0, 999.0,  1639.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 105.0,  835.0,  11.3,  10.4,  94.2,   -2.1,   -9.2,   9.4,  12.9,   5.7,  -64.733, -32.136, 999.0, 999.0,  1690.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 115.8,  830.0,  10.7,  10.3,  97.2,   -2.1,   -9.7,   9.9,  12.2,   4.6,  -64.733, -32.137, 999.0, 999.0,  1739.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 127.0,  825.0,  10.5,   9.8,  95.4,   -2.1,   -9.9,  10.1,  12.0,   3.7,  -64.733, -32.138, 999.0, 999.0,  1790.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 139.0,  820.0,   9.9,   9.9, 100.0,   -2.1,  -10.1,  10.3,  11.7,   3.6,  -64.733, -32.139, 999.0, 999.0,  1840.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 151.7,  815.0,  10.0,   8.4,  89.9,   -1.7,  -10.5,  10.6,   9.4,   3.1,  -64.734, -32.140, 999.0, 999.0,  1891.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 163.3,  810.0,  10.1,   7.5,  83.8,   -1.5,  -10.6,  10.7,   8.1,   4.8,  -64.734, -32.141, 999.0, 999.0,  1943.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 176.3,  805.0,   9.9,   6.9,  81.7,   -0.8,  -10.8,  10.8,   4.2,   4.4,  -64.734, -32.143, 999.0, 999.0,  1993.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 187.7,  800.0,   9.5,   7.0,  84.3,    0.0,  -11.0,  11.0,   0.0,   4.5,  -64.734, -32.144, 999.0, 999.0,  2045.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 199.3,  795.0,   9.1,   6.4,  83.1,    0.0,  -10.9,  10.9,   0.0,   5.0,  -64.734, -32.145, 999.0, 999.0,  2099.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 211.0,  790.0,   8.7,   6.2,  84.3,   -0.6,  -10.6,  10.6,   3.2,   5.6,  -64.734, -32.146, 999.0, 999.0,  2150.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 221.2,  785.0,   8.2,   6.1,  86.7,   -1.0,  -11.0,  11.1,   5.2,   5.2,  -64.734, -32.147, 999.0, 999.0,  2203.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 232.2,  780.0,   7.8,   6.3,  90.3,   -1.2,  -11.5,  11.6,   6.0,   4.0,  -64.734, -32.148, 999.0, 999.0,  2257.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 243.5,  775.0,   7.7,   6.1,  89.9,   -1.4,  -11.6,  11.7,   6.9,   5.1,  -64.735, -32.149, 999.0, 999.0,  2308.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 254.5,  770.0,   7.4,   5.9,  90.3,   -1.4,  -11.7,  11.8,   6.8,   3.9,  -64.735, -32.151, 999.0, 999.0,  2363.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 265.4,  765.0,   6.9,   6.0,  94.2,   -1.5,  -11.9,  12.0,   7.2,   3.2,  -64.735, -32.152, 999.0, 999.0,  2417.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 276.5,  760.0,   6.4,   5.8,  96.4,   -1.6,  -12.1,  12.2,   7.5,   5.6,  -64.735, -32.153, 999.0, 999.0,  2470.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 288.0,  755.0,   6.2,   4.7,  90.1,   -2.0,  -12.3,  12.5,   9.2,   4.8,  -64.735, -32.154, 999.0, 999.0,  2523.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 298.6,  750.0,   6.1,   4.6,  89.9,   -2.3,  -13.1,  13.3,  10.0,   6.3,  -64.736, -32.155, 999.0, 999.0,  2579.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 307.4,  745.0,   5.7,   4.0,  89.0,   -2.4,  -13.9,  14.2,   9.9,   5.3,  -64.736, -32.156, 999.0, 999.0,  2636.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
