Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  972.8,  22.5,  11.9,  51.1,    0.0,    0.0,   0.0,   0.0, 999.0,  -63.726, -29.906, 999.0, 999.0,   341.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   4.5,  970.0,  23.0,  13.4,  54.9,    2.6,    0.5,   2.6, 259.4,   5.0,  -63.726, -29.906, 999.0, 999.0,   367.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  14.4,  965.0,  22.6,  14.6,  60.6,    2.9,    2.2,   3.7, 233.4,   6.5,  -63.726, -29.906, 999.0, 999.0,   412.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  22.9,  960.0,  22.3,  14.8,  62.5,    3.7,    4.4,   5.8, 220.6,   4.5,  -63.725, -29.906, 999.0, 999.0,   458.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  32.0,  955.0,  22.0,  14.8,  63.6,    4.2,    7.3,   8.4, 209.9,   5.5,  -63.725, -29.905, 999.0, 999.0,   503.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  40.2,  950.0,  21.9,  14.8,  64.0,    4.1,    8.4,   9.4, 205.9,   4.5,  -63.724, -29.905, 999.0, 999.0,   548.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  49.1,  945.0,  21.7,  14.9,  65.3,    3.7,    7.9,   8.7, 204.9,   6.5,  -63.724, -29.904, 999.0, 999.0,   595.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  57.8,  940.0,  22.1,  15.7,  67.3,    2.6,    6.1,   6.7, 203.1,   5.5,  -63.724, -29.903, 999.0, 999.0,   641.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  65.6,  935.0,  21.9,  15.4,  66.8,    1.8,    4.1,   4.5, 204.0,   7.0,  -63.723, -29.903, 999.0, 999.0,   687.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  73.3,  930.0,  22.1,  15.6,  66.5,    1.6,    2.1,   2.7, 217.2,   5.8,  -63.722, -29.903, 999.0, 999.0,   734.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  81.5,  925.0,  21.6,  15.1,  66.5,    1.0,    0.7,   1.2, 235.7,   5.7,  -63.723, -29.903, 999.0, 999.0,   781.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  88.3,  920.0,  21.7,  15.2,  66.6,    1.1,   -0.8,   1.4, 304.6,   7.0,  -63.723, -29.903, 999.0, 999.0,   827.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  96.2,  915.0,  21.2,  14.8,  67.1,    1.3,   -2.5,   2.9, 332.9,   5.0,  -63.723, -29.903, 999.0, 999.0,   875.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 105.1,  910.0,  20.9,  14.9,  68.5,    1.3,   -4.4,   4.6, 343.4,   5.5,  -63.723, -29.903, 999.0, 999.0,   923.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 114.4,  905.0,  21.9,  16.4,  71.2,    1.4,   -6.3,   6.4, 347.4,   4.5,  -63.723, -29.904, 999.0, 999.0,   970.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 123.5,  900.0,  21.7,  15.9,  69.6,    1.8,   -7.7,   7.9, 347.0,   6.5,  -63.723, -29.904, 999.0, 999.0,  1019.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
