Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  886.0,  20.4,  17.6,  84.0,    1.1,    5.7,   5.8, 191.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
   1.8,  885.0,  19.5,  16.8,  84.5,    1.2,    4.2,   4.3, 195.9,   5.8,  -64.730, -32.130, 999.0, 999.0,  1149.1,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
   9.8,  880.0,  19.1,  16.3,  83.9,    1.7,    6.4,   6.7, 194.9,   5.3,  -64.730, -32.130, 999.0, 999.0,  1196.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  18.3,  875.0,  18.8,  16.0,  84.0,    1.6,    8.4,   8.6, 191.0,   4.9,  -64.730, -32.129, 999.0, 999.0,  1246.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  26.3,  870.0,  18.2,  16.1,  87.8,    0.8,    9.5,   9.6, 184.6,   7.2,  -64.730, -32.128, 999.0, 999.0,  1296.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  34.8,  865.0,  17.8,  16.1,  89.6,   -0.2,   10.1,  10.1, 179.1,   5.4,  -64.730, -32.128, 999.0, 999.0,  1343.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  43.8,  860.0,  17.5,  15.4,  87.7,   -0.2,   10.6,  10.6, 178.7,   6.2,  -64.730, -32.127, 999.0, 999.0,  1394.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  54.0,  855.0,  17.0,  15.3,  89.9,    0.0,   11.2,  11.2, 180.0,   4.6,  -64.730, -32.126, 999.0, 999.0,  1444.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  62.5,  850.0,  16.7,  14.9,  89.2,    0.2,   11.6,  11.6, 181.0,   4.8,  -64.730, -32.125, 999.0, 999.0,  1494.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  70.8,  845.0,  16.5,  14.5,  88.2,    0.2,   11.8,  11.8, 181.0,   7.1,  -64.730, -32.124, 999.0, 999.0,  1545.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  78.7,  840.0,  16.0,  14.4,  90.1,    0.2,   11.7,  11.7, 181.0,   6.2,  -64.730, -32.123, 999.0, 999.0,  1596.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  88.0,  835.0,  15.8,  14.0,  88.9,    0.0,   11.4,  11.4, 180.0,   5.3,  -64.730, -32.122, 999.0, 999.0,  1646.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  98.4,  830.0,  15.6,  13.8,  89.2,   -0.4,   11.0,  11.0, 177.9,   6.1,  -64.730, -32.121, 999.0, 999.0,  1698.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 107.5,  825.0,  15.2,  13.7,  90.8,   -0.6,   10.8,  10.8, 176.8,   5.2,  -64.730, -32.120, 999.0, 999.0,  1751.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 115.8,  820.0,  15.0,  13.4,  90.3,   -0.4,   10.5,  10.5, 177.8,   7.1,  -64.730, -32.119, 999.0, 999.0,  1803.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 124.5,  815.0,  14.8,  13.3,  90.8,    0.2,    9.6,   9.7, 181.2,   6.3,  -64.730, -32.119, 999.0, 999.0,  1854.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 133.3,  810.0,  14.6,  13.1,  90.8,    0.8,    8.0,   8.1, 185.7,   7.2,  -64.730, -32.118, 999.0, 999.0,  1905.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 142.2,  805.0,  14.6,  13.6,  94.0,    1.3,    6.3,   6.4, 191.7,   6.5,  -64.730, -32.117, 999.0, 999.0,  1958.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 151.4,  800.0,  14.8,  13.9,  94.6,    1.9,    5.0,   5.4, 201.2,   6.5,  -64.729, -32.117, 999.0, 999.0,  2010.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 160.7,  795.0,  14.5,  13.9,  95.9,    2.6,    4.2,   5.0, 211.6,   5.1,  -64.729, -32.117, 999.0, 999.0,  2063.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
