Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  958.4,  20.8,  12.0,  57.2,   -2.3,    2.8,   3.6, 140.0, 999.0,  -64.213, -31.297, 999.0, 999.0,   490.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   8.3,  955.0,  20.6,  11.9,  57.4,   -2.2,    2.7,   3.5, 140.8,   3.5,  -64.213, -31.297, 999.0, 999.0,   520.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  20.3,  950.0,  20.3,  11.7,  57.8,   -2.0,    2.7,   3.4, 143.5,   3.5,  -64.213, -31.297, 999.0, 999.0,   565.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  32.5,  945.0,  20.0,  11.5,  57.9,   -1.9,    2.7,   3.3, 144.9,   3.5,  -64.213, -31.297, 999.0, 999.0,   611.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  44.5,  940.0,  19.7,  11.3,  58.2,   -1.8,    2.7,   3.2, 146.3,   3.5,  -64.213, -31.297, 999.0, 999.0,   656.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  56.6,  935.0,  19.4,  11.2,  59.3,   -1.7,    2.8,   3.3, 148.5,   3.0,  -64.213, -31.297, 999.0, 999.0,   701.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  68.0,  930.0,  19.0,  11.3,  61.1,   -1.8,    2.6,   3.2, 145.3,   4.0,  -64.213, -31.297, 999.0, 999.0,   748.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  80.1,  925.0,  18.5,  11.3,  62.9,   -2.1,    3.1,   3.7, 144.9,   4.0,  -64.214, -31.296, 999.0, 999.0,   794.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  92.0,  920.0,  18.0,  10.9,  63.1,   -1.9,    3.4,   3.9, 150.8,   4.5,  -64.214, -31.296, 999.0, 999.0,   841.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 103.6,  915.0,  17.5,  10.9,  65.0,   -2.0,    3.1,   3.7, 147.2,   4.0,  -64.214, -31.296, 999.0, 999.0,   887.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 115.5,  910.0,  17.1,  10.7,  66.2,   -1.4,    3.0,   3.3, 154.6,   5.5,  -64.214, -31.295, 999.0, 999.0,   934.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 125.4,  905.0,  16.6,  11.0,  69.2,   -1.1,    3.4,   3.6, 162.3,   4.5,  -64.213, -31.295, 999.0, 999.0,   981.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
