Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  953.8,  20.3,   5.6,  38.2,   -3.1,    0.0,   3.1,  90.0, 999.0,  -64.212, -31.298, 999.0, 999.0,   490.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   6.9,  950.0,  23.2,   6.6,  34.3,   -5.8,   -1.8,   6.1,  72.3,   5.0,  -64.212, -31.298, 999.0, 999.0,   524.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  16.0,  945.0,  23.4,   4.6,  29.5,   -6.3,   -2.4,   6.7,  69.1,   6.5,  -64.213, -31.298, 999.0, 999.0,   571.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  25.2,  940.0,  23.1,   3.2,  27.2,   -7.0,   -2.9,   7.6,  67.6,   5.0,  -64.214, -31.298, 999.0, 999.0,   617.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  34.2,  935.0,  23.1,   1.4,  24.0,   -7.5,   -3.3,   8.2,  66.3,   5.5,  -64.214, -31.299, 999.0, 999.0,   662.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  43.6,  930.0,  22.8,   1.4,  24.4,   -7.6,   -3.1,   8.2,  67.8,   5.0,  -64.215, -31.299, 999.0, 999.0,   710.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  52.7,  925.0,  22.5,   1.1,  24.3,   -7.6,   -2.8,   8.1,  69.5,   5.5,  -64.216, -31.299, 999.0, 999.0,   756.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  60.5,  920.0,  22.2,   0.7,  24.0,   -7.6,   -2.8,   8.1,  70.1,   6.0,  -64.216, -31.299, 999.0, 999.0,   803.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  68.4,  915.0,  21.8,   0.6,  24.5,   -7.5,   -2.4,   7.8,  72.0,   5.5,  -64.217, -31.300, 999.0, 999.0,   851.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  76.6,  910.0,  21.4,   0.5,  24.9,   -6.9,   -2.8,   7.5,  68.3,   4.5,  -64.218, -31.300, 999.0, 999.0,   898.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  85.3,  905.0,  20.9,   0.2,  25.1,   -6.5,   -3.2,   7.3,  64.2,   5.5,  -64.218, -31.300, 999.0, 999.0,   946.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  94.2,  900.0,  20.7,  -0.3,  24.6,   -6.1,   -3.4,   7.0,  60.9,   5.0,  -64.219, -31.300, 999.0, 999.0,   993.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 102.8,  895.0,  20.3,  -0.4,  25.0,   -6.2,   -3.7,   7.2,  58.7,   5.5,  -64.219, -31.301, 999.0, 999.0,  1041.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 112.0,  890.0,  19.8,  -0.2,  26.1,   -6.2,   -4.4,   7.6,  54.6,   5.0,  -64.220, -31.301, 999.0, 999.0,  1090.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 120.7,  885.0,  19.4,  -0.4,  26.4,   -6.3,   -5.2,   8.2,  50.8,   5.5,  -64.221, -31.301, 999.0, 999.0,  1138.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 130.3,  880.0,  19.3,  -0.6,  26.2,   -6.2,   -6.3,   8.8,  44.6,   5.5,  -64.221, -31.302, 999.0, 999.0,  1186.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 137.7,  875.0,  18.8,  -1.1,  26.0,   -6.2,   -6.9,   9.3,  42.0,   7.5,  -64.222, -31.302, 999.0, 999.0,  1236.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 146.2,  870.0,  18.4,  -1.1,  26.7,   -6.2,   -7.1,   9.4,  41.0,   5.5,  -64.222, -31.303, 999.0, 999.0,  1285.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 154.9,  865.0,  18.0,  -1.3,  27.0,   -6.1,   -6.8,   9.2,  41.7,   5.5,  -64.223, -31.303, 999.0, 999.0,  1334.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 164.0,  860.0,  17.5,  -1.0,  28.4,   -5.3,   -6.3,   8.2,  40.1,   6.0,  -64.223, -31.304, 999.0, 999.0,  1384.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 172.7,  855.0,  17.3,  -1.4,  28.1,   -4.2,   -6.0,   7.4,  35.1,   5.5,  -64.224, -31.304, 999.0, 999.0,  1433.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 182.0,  850.0,  17.0,  -1.4,  28.5,   -2.9,   -6.3,   6.9,  24.7,   5.5,  -64.224, -31.305, 999.0, 999.0,  1482.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 190.8,  845.0,  16.8,  -2.5,  26.6,   -1.8,   -6.5,   6.7,  15.8,   6.0,  -64.224, -31.305, 999.0, 999.0,  1533.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 199.8,  840.0,  16.5,  -3.6,  24.9,   -0.8,   -7.3,   7.3,   6.3,   6.0,  -64.224, -31.306, 999.0, 999.0,  1583.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 209.1,  835.0,  16.1,  -3.8,  25.1,   -0.4,   -7.6,   7.6,   3.0,   4.0,  -64.224, -31.307, 999.0, 999.0,  1634.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 218.7,  830.0,  15.8,  -4.0,  25.4,    0.1,   -7.3,   7.3, 359.2,   6.0,  -64.225, -31.307, 999.0, 999.0,  1685.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 227.7,  825.0,  15.4,  -4.0,  26.0,    0.1,   -6.8,   6.8, 359.2,   5.3,  -64.225, -31.308, 999.0, 999.0,  1736.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 237.3,  820.0,  14.9,  -4.0,  26.8,    0.1,   -6.6,   6.6, 359.1,   5.5,  -64.224, -31.308, 999.0, 999.0,  1788.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 247.5,  815.0,  14.4,  -4.0,  27.7,    0.8,   -6.1,   6.2, 352.4,   5.5,  -64.224, -31.309, 999.0, 999.0,  1839.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 256.8,  810.0,  13.9,  -4.0,  28.7,    1.1,   -5.9,   6.0, 349.4,   5.5,  -64.224, -31.309, 999.0, 999.0,  1891.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 265.8,  805.0,  13.6,  -3.7,  30.0,    1.9,   -5.6,   5.9, 341.4,   6.0,  -64.224, -31.310, 999.0, 999.0,  1943.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 276.0,  800.0,  13.1,  -3.7,  30.8,    2.5,   -5.3,   5.9, 334.7,   5.0,  -64.224, -31.310, 999.0, 999.0,  1996.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 286.8,  795.0,  12.6,  -3.6,  32.3,    2.5,   -5.0,   5.6, 333.3,   5.5,  -64.224, -31.311, 999.0, 999.0,  2048.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 296.6,  790.0,  12.1,  -3.0,  35.0,    2.5,   -4.5,   5.1, 331.1,   5.5,  -64.223, -31.311, 999.0, 999.0,  2101.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 306.0,  785.0,  11.5,  -2.6,  37.2,    2.3,   -4.1,   4.7, 330.7,   5.5,  -64.223, -31.312, 999.0, 999.0,  2154.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 315.8,  780.0,  11.0,  -2.4,  39.1,    1.8,   -4.0,   4.4, 335.8,   5.0,  -64.223, -31.312, 999.0, 999.0,  2207.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
