Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  965.2,  17.2,  10.8,  66.0,    1.3,   -1.6,   2.1, 320.0, 999.0,  -64.212, -31.298, 999.0, 999.0,   490.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
9999.0,  965.0, 999.0, 999.0, 999.0, 9999.0, 9999.0, 999.0, 999.0, 999.0, 9999.000, 999.000, 999.0, 999.0, 99999.0, 99.0,  9.0,  9.0,  9.0,  9.0,  9.0
   8.9,  960.0,  16.4,  11.1,  70.9,    0.2,   -2.3,   2.4, 355.1,   5.0,  -64.212, -31.298, 999.0, 999.0,   537.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  19.4,  955.0,  16.0,  11.5,  74.8,    0.3,   -3.1,   3.1, 354.4,   4.5,  -64.212, -31.298, 999.0, 999.0,   581.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  28.5,  950.0,  15.8,  11.0,  73.4,   -0.1,   -3.4,   3.4,   2.5,   5.5,  -64.212, -31.299, 999.0, 999.0,   625.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  36.6,  945.0,  15.4,  10.6,  73.0,   -0.9,   -3.7,   3.8,  14.2,   5.7,  -64.212, -31.299, 999.0, 999.0,   670.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  45.5,  940.0,  15.1,  10.6,  74.2,   -1.6,   -3.6,   3.9,  23.6,   5.5,  -64.212, -31.299, 999.0, 999.0,   716.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  54.2,  935.0,  15.0,  10.1,  72.4,   -2.0,   -3.3,   3.9,  31.4,   4.5,  -64.212, -31.300, 999.0, 999.0,   760.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  62.6,  930.0,  14.7,   9.6,  71.6,   -2.3,   -2.9,   3.7,  39.1,   6.0,  -64.212, -31.300, 999.0, 999.0,   805.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  71.0,  925.0,  14.3,   9.7,  74.0,   -2.1,   -2.4,   3.2,  41.2,   6.0,  -64.213, -31.300, 999.0, 999.0,   852.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
