Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  950.2,  21.2,  15.4,  69.5,   -1.0,   -1.9,   2.1,  28.0, 999.0,  -64.212, -31.298, 999.0, 999.0,   490.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
9999.0,  950.0, 999.0, 999.0, 999.0, 9999.0, 9999.0, 999.0, 999.0, 999.0, 9999.000, 999.000, 999.0, 999.0, 99999.0, 99.0,  9.0,  9.0,  9.0,  9.0,  9.0
  10.0,  945.0,  21.6,  16.5,  72.7,   -2.3,   -4.7,   5.2,  26.1,   5.5,  -64.212, -31.298, 999.0, 999.0,   538.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  21.8,  940.0,  20.9,  16.9,  77.8,   -1.9,   -5.2,   5.5,  20.2,   4.5,  -64.211, -31.299, 999.0, 999.0,   584.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  30.3,  935.0,  20.6,  17.0,  80.0,   -1.7,   -6.0,   6.3,  15.7,   6.0,  -64.213, -31.299, 999.0, 999.0,   630.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  39.7,  930.0,  20.2,  16.9,  81.6,   -1.4,   -7.3,   7.4,  11.0,   4.5,  -64.213, -31.300, 999.0, 999.0,   676.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  49.6,  925.0,  20.0,  17.0,  83.0,   -1.6,   -8.4,   8.6,  10.6,   4.0,  -64.213, -31.300, 999.0, 999.0,   723.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  59.6,  920.0,  19.9,  16.9,  83.2,   -1.5,   -9.4,   9.5,   9.3,   5.0,  -64.213, -31.301, 999.0, 999.0,   770.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  69.1,  915.0,  20.9,  17.3,  79.9,   -0.9,   -9.7,   9.7,   5.3,   6.5,  -64.213, -31.302, 999.0, 999.0,   817.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  77.5,  910.0,  21.4,  15.7,  70.2,   -0.2,   -9.3,   9.3,   1.4,   7.5,  -64.213, -31.303, 999.0, 999.0,   865.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  86.4,  905.0,  21.4,  15.3,  68.4,    0.8,   -8.4,   8.5, 354.9,   5.5,  -64.213, -31.304, 999.0, 999.0,   912.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  95.1,  900.0,  22.0,  13.8,  59.5,    1.7,   -7.6,   7.8, 347.4,   6.0,  -64.213, -31.304, 999.0, 999.0,   960.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 104.0,  895.0,  21.8,  12.3,  54.6,    2.4,   -6.9,   7.3, 340.8,   5.0,  -64.213, -31.305, 999.0, 999.0,  1009.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 112.8,  890.0,  21.7,  10.2,  48.0,    3.0,   -6.3,   7.0, 334.8,   6.0,  -64.213, -31.305, 999.0, 999.0,  1058.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 122.0,  885.0,  21.3,  10.0,  48.6,    3.3,   -5.1,   6.1, 327.2,   5.5,  -64.212, -31.306, 999.0, 999.0,  1107.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 130.9,  880.0,  20.9,   9.3,  47.5,    3.0,   -3.9,   4.9, 322.5,   6.0,  -64.212, -31.306, 999.0, 999.0,  1155.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 140.3,  875.0,  20.8,   7.0,  40.8,    2.8,   -2.9,   4.0, 315.8,   5.2,  -64.212, -31.306, 999.0, 999.0,  1205.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 149.8,  870.0,  20.5,   5.7,  37.9,    2.5,   -2.1,   3.3, 310.0,   5.0,  -64.211, -31.307, 999.0, 999.0,  1254.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 159.0,  865.0,  20.2,   5.0,  36.9,    2.0,   -2.2,   2.9, 317.1,   5.5,  -64.211, -31.307, 999.0, 999.0,  1304.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 167.4,  860.0,  20.0,   3.6,  33.8,    1.4,   -2.4,   2.8, 328.9,   7.0,  -64.211, -31.307, 999.0, 999.0,  1354.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 176.4,  855.0,  20.0,   2.0,  30.2,    1.1,   -2.8,   3.0, 339.2,   5.0,  -64.211, -31.307, 999.0, 999.0,  1404.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 186.0,  850.0,  20.1,  -0.1,  25.8,    1.0,   -4.5,   4.6, 347.5,   5.5,  -64.211, -31.307, 999.0, 999.0,  1456.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 195.0,  845.0,  20.1,  -1.4,  23.5,    1.4,   -5.6,   5.8, 346.0,   6.0,  -64.211, -31.308, 999.0, 999.0,  1505.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 203.5,  840.0,  19.9,  -1.6,  23.4,    1.5,   -7.1,   7.3, 347.9,   6.5,  -64.211, -31.309, 999.0, 999.0,  1556.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 212.3,  835.0,  19.5,  -1.8,  23.5,    1.8,   -8.5,   8.7, 348.1,   5.3,  -64.210, -31.309, 999.0, 999.0,  1607.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 222.0,  830.0,  19.1,  -1.9,  24.1,    2.0,   -8.9,   9.1, 347.3,   5.0,  -64.210, -31.310, 999.0, 999.0,  1659.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 231.3,  825.0,  18.8,  -2.1,  24.2,    2.5,  -10.9,  11.2, 347.0,   4.5,  -64.210, -31.311, 999.0, 999.0,  1711.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 242.2,  820.0,  18.7,  -2.8,  23.1,    2.8,  -12.3,  12.6, 347.2,   5.2,  -64.210, -31.312, 999.0, 999.0,  1763.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 252.4,  815.0,  18.4,  -3.8,  21.9,    2.2,  -14.0,  14.1, 351.2,   5.5,  -64.210, -31.313, 999.0, 999.0,  1815.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 262.4,  810.0,  17.9,  -4.7,  21.0,    1.2,  -14.4,  14.5, 355.1,   5.5,  -64.209, -31.314, 999.0, 999.0,  1868.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 273.5,  805.0,  18.0,  -6.7,  17.9,    0.5,  -14.7,  14.8, 358.1,   4.5,  -64.209, -31.316, 999.0, 999.0,  1920.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 283.3,  800.0,  17.8,  -7.7,  16.8,    0.8,  -15.4,  15.4, 357.0,   7.0,  -64.209, -31.317, 999.0, 999.0,  1974.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 293.2,  795.0,  17.6,  -8.6,  15.9,    1.3,  -15.8,  15.9, 355.4,   5.5,  -64.209, -31.319, 999.0, 999.0,  2027.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 303.3,  790.0,  17.1,  -8.7,  16.3,    1.7,  -16.2,  16.3, 354.0,   5.5,  -64.209, -31.320, 999.0, 999.0,  2081.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 312.8,  785.0,  16.7,  -9.0,  16.3,    2.0,  -16.1,  16.3, 352.9,   5.5,  -64.209, -31.321, 999.0, 999.0,  2135.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 324.0,  780.0,  16.2,  -8.9,  17.0,    2.3,  -16.1,  16.3, 351.9,   4.5,  -64.208, -31.323, 999.0, 999.0,  2189.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 334.0,  775.0,  15.7,  -9.2,  17.1,    2.3,  -16.6,  16.8, 352.1,   5.5,  -64.208, -31.325, 999.0, 999.0,  2244.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 344.2,  770.0,  15.3,  -9.7,  16.9,    2.4,  -17.1,  17.3, 352.0,   6.0,  -64.208, -31.326, 999.0, 999.0,  2299.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 354.0,  765.0,  14.9, -10.2,  16.7,    3.1,  -17.7,  18.0, 350.1,   5.5,  -64.208, -31.328, 999.0, 999.0,  2354.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 364.7,  760.0,  14.6, -11.0,  16.0,    3.8,  -17.6,  18.0, 347.7,   5.0,  -64.207, -31.329, 999.0, 999.0,  2409.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 374.7,  755.0,  14.2, -11.0,  16.5,    4.6,  -17.9,  18.5, 345.7,   5.0,  -64.207, -31.331, 999.0, 999.0,  2464.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
