Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  962.3,  13.5,  12.6,  94.3,    0.0,    2.6,   2.6, 180.0, 999.0,  -64.212, -31.298, 999.0, 999.0,   490.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   3.3,  960.0,  13.4,  12.5,  94.2,   -1.0,    1.5,   1.8, 145.2,   6.0,  -64.212, -31.298, 999.0, 999.0,   507.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  13.3,  955.0,  12.7,  12.0,  95.6,   -1.1,    1.5,   1.8, 143.1,   5.0,  -64.212, -31.298, 999.0, 999.0,   551.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  22.7,  950.0,  12.3,  12.0,  98.1,   -1.3,    1.8,   2.2, 144.3,   4.5,  -64.212, -31.298, 999.0, 999.0,   595.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  32.2,  945.0,  11.8,  11.5,  98.0,   -1.5,    2.1,   2.6, 144.5,   4.5,  -64.212, -31.298, 999.0, 999.0,   639.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  42.4,  940.0,  11.5,  11.4,  99.1,   -1.6,    1.8,   2.4, 137.8,   4.0,  -64.213, -31.297, 999.0, 999.0,   684.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  52.0,  935.0,  11.2,  10.9,  98.1,   -1.7,    1.2,   2.1, 125.2,   5.5,  -64.213, -31.297, 999.0, 999.0,   729.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  59.9,  930.0,  10.9,  10.6,  98.0,   -1.9,    0.6,   2.0, 107.8,   7.0,  -64.213, -31.297, 999.0, 999.0,   773.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  68.1,  925.0,  10.7,  10.3,  97.6,   -2.1,    0.3,   2.1,  96.8,   5.3,  -64.213, -31.297, 999.0, 999.0,   819.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  76.9,  920.0,  10.4,  10.1,  98.3,   -2.5,    0.5,   2.6, 102.1,   5.0,  -64.213, -31.297, 999.0, 999.0,   864.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  84.9,  915.0,  10.1,   9.8,  98.6,   -2.8,    0.8,   3.0, 105.7,   6.5,  -64.214, -31.297, 999.0, 999.0,   909.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  93.2,  910.0,   9.8,   9.7,  98.8,   -3.9,    0.9,   4.0, 103.1,   5.5,  -64.214, -31.297, 999.0, 999.0,   955.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 103.0,  905.0,   9.5,   9.4,  99.3,   -4.7,    0.8,   4.8,  99.7,   6.0,  -64.214, -31.297, 999.0, 999.0,  1001.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 112.0,  900.0,   9.3,   9.3,  99.8,   -5.4,    0.9,   5.5,  99.5,   5.0,  -64.215, -31.297, 999.0, 999.0,  1047.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 120.7,  895.0,   9.1,   9.0,  99.6,   -5.4,    0.8,   5.5,  98.4,   4.5,  -64.215, -31.297, 999.0, 999.0,  1093.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 130.0,  890.0,   9.0,   9.0,  99.7,   -5.1,    0.7,   5.1,  97.8,   6.0,  -64.216, -31.297, 999.0, 999.0,  1140.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 138.5,  885.0,   8.9,   8.8,  99.4,   -4.6,    0.9,   4.7, 101.0,   5.5,  -64.216, -31.297, 999.0, 999.0,  1186.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 148.0,  880.0,   8.7,   8.7,  99.7,   -3.7,    1.0,   3.8, 105.1,   6.5,  -64.217, -31.297, 999.0, 999.0,  1234.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 156.8,  875.0,   8.7,   8.6,  99.4,   -2.9,    1.7,   3.3, 120.7,   5.0,  -64.217, -31.297, 999.0, 999.0,  1280.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
