Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  887.8,  28.2,   9.7,  31.4,   -3.5,   -5.4,   6.4,  33.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
   4.7,  885.0,  25.0,   6.6,  30.8,   -2.1,   -3.6,   4.2,  30.4,   5.7,  -64.730, -32.130, 999.0, 999.0,  1167.7,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
  12.4,  880.0,  23.7,   6.0,  32.0,   -3.0,   -4.6,   5.5,  32.9,   6.8,  -64.730, -32.130, 999.0, 999.0,  1217.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  19.6,  875.0,  23.3,   5.7,  32.1,   -3.3,   -4.8,   5.8,  34.5,   6.8,  -64.731, -32.131, 999.0, 999.0,  1268.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  29.5,  870.0,  22.5,   5.2,  32.5,   -3.2,   -4.9,   5.8,  32.7,   4.6,  -64.731, -32.131, 999.0, 999.0,  1316.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  40.2,  865.0,  22.0,   5.0,  32.9,   -3.0,   -5.3,   6.1,  29.6,   4.4,  -64.731, -32.132, 999.0, 999.0,  1366.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  49.6,  860.0,  21.6,   5.2,  34.3,   -3.7,   -5.7,   6.7,  32.9,   6.4,  -64.732, -32.132, 999.0, 999.0,  1417.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  59.9,  855.0,  21.1,   4.9,  34.7,   -4.0,   -6.1,   7.3,  33.3,   5.0,  -64.732, -32.133, 999.0, 999.0,  1468.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  71.0,  850.0,  20.5,   4.6,  35.2,   -3.5,   -6.5,   7.4,  28.3,   3.7,  -64.732, -32.133, 999.0, 999.0,  1516.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  80.6,  845.0,  20.0,   4.8,  36.8,   -3.2,   -6.7,   7.4,  25.5,   5.4,  -64.733, -32.134, 999.0, 999.0,  1568.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  89.5,  840.0,  19.5,   4.5,  37.3,   -3.4,   -6.7,   7.5,  26.9,   5.6,  -64.733, -32.134, 999.0, 999.0,  1619.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  98.2,  835.0,  19.0,   4.4,  38.1,   -3.3,   -6.5,   7.3,  27.0,   5.8,  -64.734, -32.135, 999.0, 999.0,  1672.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 106.3,  830.0,  18.5,   4.6,  39.7,   -2.8,   -6.2,   6.8,  24.2,   6.8,  -64.734, -32.135, 999.0, 999.0,  1722.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 114.7,  825.0,  18.0,   4.4,  40.5,   -2.0,   -5.9,   6.3,  18.3,   5.0,  -64.734, -32.136, 999.0, 999.0,  1773.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 122.9,  820.0,  17.5,   4.8,  43.0,   -1.2,   -5.7,   5.8,  12.0,   6.8,  -64.734, -32.136, 999.0, 999.0,  1827.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 131.0,  815.0,  17.0,   4.6,  43.8,   -0.6,   -5.3,   5.3,   6.5,   8.8,  -64.734, -32.137, 999.0, 999.0,  1879.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 139.0,  810.0,  16.6,   4.6,  45.0,    0.3,   -4.8,   4.8, 356.4,   5.2,  -64.734, -32.137, 999.0, 999.0,  1931.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 147.2,  805.0,  16.2,   4.7,  46.6,    1.1,   -4.5,   4.6, 346.0,   5.7,  -64.734, -32.137, 999.0, 999.0,  1983.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 154.7,  800.0,  15.7,   4.5,  47.1,    1.4,   -4.4,   4.6, 342.3,   7.8,  -64.734, -32.138, 999.0, 999.0,  2037.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 162.3,  795.0,  16.0,   2.1,  39.1,    1.2,   -4.4,   4.6, 345.3,   6.7,  -64.734, -32.138, 999.0, 999.0,  2089.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 170.3,  790.0,  16.1,  -2.5,  27.8,    0.6,   -4.8,   4.9, 353.3,   7.7,  -64.734, -32.138, 999.0, 999.0,  2143.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 178.0,  785.0,  15.9,  -4.1,  25.1,    0.1,   -5.1,   5.1, 358.9,   8.2,  -64.734, -32.139, 999.0, 999.0,  2198.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 185.4,  780.0,  15.6,  -5.5,  23.1,   -0.4,   -5.3,   5.3,   4.3,   8.6,  -64.734, -32.139, 999.0, 999.0,  2251.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 193.0,  775.0,  15.1,  -6.0,  22.8,   -0.8,   -5.2,   5.3,   8.7,   8.4,  -64.734, -32.139, 999.0, 999.0,  2305.2,  2.0,  1.0,  1.0,  1.0,  1.0, 99.0
 201.0,  770.0,  14.7,  -8.1,  19.9,   -1.5,   -4.9,   5.1,  17.0,   5.7,  -64.734, -32.140, 999.0, 999.0,  2360.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 210.0,  765.0,  14.4, -11.2,  15.9,   -2.0,   -4.4,   4.8,  24.4,   6.4,  -64.734, -32.140, 999.0, 999.0,  2417.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 219.8,  760.0,  13.9, -12.2,  15.2,   -2.3,   -4.4,   5.0,  27.6,   5.7,  -64.734, -32.140, 999.0, 999.0,  2470.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 229.5,  755.0,  13.6, -14.5,  12.9,   -2.6,   -5.1,   5.7,  26.8,   5.8,  -64.735, -32.141, 999.0, 999.0,  2527.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 240.0,  750.0,  13.9, -16.3,  10.8,   -2.7,   -5.7,   6.3,  25.3,   5.7,  -64.735, -32.141, 999.0, 999.0,  2582.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
