Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  887.8,  15.5,  12.9,  84.6,   -1.5,   -4.4,   4.7,  19.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  3.0,  3.0,  3.0,  1.0,  1.0, 99.0
   4.6,  885.0,  14.8,  11.8,  82.2,   -1.9,   -3.6,   4.1,  27.2,   6.8,  -64.730, -32.130, 999.0, 999.0,  1165.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  13.0,  880.0,  14.5,  11.5,  82.1,   -2.7,   -5.6,   6.2,  25.7,   6.0,  -64.730, -32.130, 999.0, 999.0,  1213.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  21.6,  875.0,  14.0,  11.4,  84.3,   -3.5,   -6.8,   7.6,  26.9,   5.2,  -64.731, -32.131, 999.0, 999.0,  1262.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  30.2,  870.0,  13.7,  11.4,  86.0,   -3.9,   -7.4,   8.4,  28.0,   4.5,  -64.731, -32.132, 999.0, 999.0,  1310.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  38.7,  865.0,  13.2,  11.3,  87.8,   -4.4,   -7.5,   8.7,  30.6,   5.5,  -64.731, -32.132, 999.0, 999.0,  1358.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  47.7,  860.0,  12.8,  11.2,  89.8,   -4.8,   -7.5,   8.9,  32.4,   6.1,  -64.732, -32.133, 999.0, 999.0,  1406.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  57.4,  855.0,  12.4,  10.9,  90.8,   -5.0,   -7.6,   9.1,  33.3,   5.0,  -64.732, -32.133, 999.0, 999.0,  1456.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  66.6,  850.0,  11.9,  10.8,  92.6,   -4.7,   -7.9,   9.2,  30.7,   5.8,  -64.733, -32.134, 999.0, 999.0,  1506.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  75.8,  845.0,  11.6,  10.6,  93.5,   -4.1,   -7.8,   8.8,  27.7,   4.9,  -64.733, -32.135, 999.0, 999.0,  1555.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  85.2,  840.0,  11.4,  10.1,  92.0,   -3.3,   -7.2,   7.9,  24.6,   4.8,  -64.734, -32.135, 999.0, 999.0,  1605.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  95.0,  835.0,  11.2,   9.7,  90.7,   -2.5,   -6.6,   7.1,  20.7,   4.6,  -64.734, -32.136, 999.0, 999.0,  1655.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 104.8,  830.0,  11.2,   9.0,  86.2,   -2.2,   -6.0,   6.4,  20.1,   6.6,  -64.734, -32.137, 999.0, 999.0,  1705.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 115.3,  825.0,  10.9,   8.9,  87.6,   -2.4,   -5.5,   6.0,  23.7,   6.3,  -64.734, -32.137, 999.0, 999.0,  1755.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 126.5,  820.0,  10.5,   8.7,  89.1,   -2.3,   -5.4,   5.9,  23.1,   4.2,  -64.735, -32.138, 999.0, 999.0,  1806.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 136.2,  815.0,  10.4,   7.3,  81.3,   -1.5,   -6.0,   6.2,  13.8,   5.4,  -64.735, -32.138, 999.0, 999.0,  1858.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
