Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  898.5,   9.6,   9.0,  96.0,   -3.2,   -1.2,   3.4,  69.0,   0.0,  -64.730, -32.130, 999.0, 999.0,  1139.4,  3.0,  3.0,  3.0,  1.0,  1.0, 99.0
   7.3,  895.0,   7.9,   6.5,  91.0,   -2.6,   -0.8,   2.8,  73.1,   5.5,  -64.730, -32.130, 999.0, 999.0,  1171.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  16.2,  890.0,   7.4,   6.7,  95.1,   -3.2,   -1.0,   3.3,  72.9,   3.7,  -64.730, -32.130, 999.0, 999.0,  1218.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  25.8,  885.0,   7.2,   5.4,  88.6,   -2.5,   -0.5,   2.6,  78.4,   4.3,  -64.731, -32.130, 999.0, 999.0,  1263.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  35.4,  880.0,   6.9,   5.6,  91.4,   -1.6,    0.1,   1.6,  93.7,   3.7,  -64.731, -32.130, 999.0, 999.0,  1311.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  48.0,  875.0,   6.6,   6.6,  99.7,   -1.5,    0.3,   1.5, 101.3,   4.2,  -64.731, -32.130, 999.0, 999.0,  1357.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  58.8,  870.0,   6.5,   6.5, 100.0,   -2.4,   -0.1,   2.4,  88.1,   5.8,  -64.731, -32.130, 999.0, 999.0,  1403.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  69.0,  865.0,   6.3,   6.3, 100.0,   -2.3,   -0.3,   2.3,  82.6,   3.9,  -64.732, -32.130, 999.0, 999.0,  1451.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  78.6,  860.0,   6.0,   6.0, 100.0,   -1.4,   -0.2,   1.5,  82.1,   6.0,  -64.732, -32.130, 999.0, 999.0,  1499.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  89.5,  855.0,   5.8,   5.8, 100.0,   -0.6,   -0.5,   0.7,  50.7,   3.3,  -64.732, -32.130, 999.0, 999.0,  1547.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  99.8,  850.0,   5.5,   5.5, 100.0,   -0.4,   -1.1,   1.1,  19.4,   5.2,  -64.732, -32.130, 999.0, 999.0,  1596.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 109.0,  845.0,   5.3,   5.3, 100.0,   -0.6,   -1.5,   1.6,  21.8,   6.8,  -64.732, -32.130, 999.0, 999.0,  1645.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 119.2,  840.0,   5.0,   5.0, 100.0,   -0.8,   -1.0,   1.3,  38.7,   3.5,  -64.732, -32.131, 999.0, 999.0,  1693.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 128.8,  835.0,   4.7,   4.7, 100.0,   -0.5,   -0.5,   0.7,  45.9,   6.8,  -64.732, -32.131, 999.0, 999.0,  1741.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 137.8,  830.0,   4.4,   4.4, 100.0,   -0.1,   -0.4,   0.4,  14.0,   4.4,  -64.732, -32.131, 999.0, 999.0,  1790.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 146.6,  825.0,   4.2,   4.2, 100.0,    0.3,   -0.3,   0.4, 319.1,   6.0,  -64.732, -32.131, 999.0, 999.0,  1840.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 157.0,  820.0,   3.9,   3.9, 100.0,    0.3,   -0.1,   0.3, 288.4,   4.6,  -64.732, -32.131, 999.0, 999.0,  1888.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 168.7,  815.0,   3.7,   3.7, 100.0,    0.2,   -0.2,   0.3, 315.0,   4.1,  -64.732, -32.131, 999.0, 999.0,  1939.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 180.4,  810.0,   3.5,   3.5, 100.0,    0.4,   -0.9,   1.0, 336.9,   4.8,  -64.732, -32.131, 999.0, 999.0,  1988.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 191.5,  805.0,   3.1,   2.3,  94.9,    0.4,   -1.9,   1.9, 347.8,   4.2,  -64.732, -32.131, 999.0, 999.0,  2038.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 201.3,  800.0,   5.1,  -7.0,  41.2,   -0.4,   -2.5,   2.5,  10.0,   4.3,  -64.732, -32.131, 999.0, 999.0,  2091.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 210.9,  795.0,   5.0,  -7.8,  39.0,   -2.0,   -2.8,   3.4,  35.1,   5.6,  -64.732, -32.131, 999.0, 999.0,  2141.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 220.8,  790.0,   4.9,  -8.8,  36.5,   -4.1,   -2.6,   4.9,  57.9,   5.6,  -64.731, -32.132, 999.0, 999.0,  2192.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 230.0,  785.0,   4.8,  -9.5,  34.8,   -6.5,   -1.9,   6.8,  73.7,   4.9,  -64.733, -32.132, 999.0, 999.0,  2243.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 239.0,  780.0,   4.9, -10.6,  31.6,   -8.8,   -1.4,   8.9,  81.0,   5.1,  -64.734, -32.132, 999.0, 999.0,  2297.2,  2.0,  2.0,  2.0,  1.0,  1.0, 99.0
 249.8,  775.0,   6.6, -10.5,  28.3,  -10.1,   -1.6,  10.2,  81.0,   4.1,  -64.735, -32.132, 999.0, 999.0,  2347.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 260.4,  770.0,   6.3, -11.3,  27.1,  -10.1,   -1.8,  10.2,  79.9,   4.8,  -64.736, -32.132, 999.0, 999.0,  2402.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 271.5,  765.0,   5.8,  -8.2,  35.7,  -10.0,   -1.4,  10.1,  82.0,   5.3,  -64.737, -32.132, 999.0, 999.0,  2453.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 282.3,  760.0,   5.4,  -7.1,  40.2,  -10.2,   -1.1,  10.3,  83.9,   5.5,  -64.738, -32.132, 999.0, 999.0,  2507.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 293.0,  755.0,   4.8,  -5.3,  48.0,  -10.6,   -1.3,  10.7,  83.0,   4.1,  -64.740, -32.133, 999.0, 999.0,  2562.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 302.2,  750.0,   4.5, -12.4,  28.2,  -10.7,   -1.9,  10.9,  79.9,   6.5,  -64.741, -32.133, 999.0, 999.0,  2617.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 311.6,  745.0,   4.1, -14.5,  24.4,  -10.7,   -2.7,  11.0,  75.8,   5.8,  -64.742, -32.133, 999.0, 999.0,  2671.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 322.0,  740.0,   3.8,  -8.3,  41.0,  -10.3,   -3.8,  11.0,  69.7,   5.4,  -64.743, -32.133, 999.0, 999.0,  2724.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 333.0,  735.0,   3.3,  -5.8,  51.2,  -10.0,   -4.5,  11.0,  65.8,   4.6,  -64.744, -32.134, 999.0, 999.0,  2780.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 343.0,  730.0,   2.8,  -2.2,  69.8,  -10.0,   -4.6,  11.0,  65.3,   4.5,  -64.745, -32.134, 999.0, 999.0,  2835.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 353.8,  725.0,   2.3,  -1.7,  74.5,   -9.9,   -5.3,  11.2,  61.8,   5.5,  -64.746, -32.135, 999.0, 999.0,  2892.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 364.4,  720.0,   2.0,  -1.6,  77.2,   -9.4,   -6.4,  11.3,  55.7,   4.5,  -64.747, -32.135, 999.0, 999.0,  2948.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 375.5,  715.0,   1.9,  -1.6,  77.5,   -8.4,   -7.7,  11.3,  47.5,   6.0,  -64.748, -32.136, 999.0, 999.0,  3003.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 387.0,  710.0,   1.6,  -2.0,  76.8,   -8.0,   -9.5,  12.4,  40.1,   4.1,  -64.749, -32.137, 999.0, 999.0,  3059.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 397.0,  705.0,   1.1,  -2.3,  78.2,   -8.1,  -11.2,  13.8,  35.9,   5.6,  -64.750, -32.138, 999.0, 999.0,  3120.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 409.5,  700.0,   0.9,  -2.5,  78.1,   -7.7,  -11.8,  14.0,  33.1,   4.1,  -64.751, -32.139, 999.0, 999.0,  3175.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 423.0,  695.0,   0.4,  -3.0,  78.1,   -6.8,  -11.8,  13.6,  30.0,   4.7,  -64.752, -32.140, 999.0, 999.0,  3232.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 434.3,  690.0,  -0.1,  -3.2,  79.9,   -5.8,  -11.9,  13.2,  25.9,   5.0,  -64.753, -32.141, 999.0, 999.0,  3289.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 446.0,  685.0,  -0.6,  -3.2,  82.8,   -3.6,  -10.6,  11.2,  18.8,   5.6,  -64.754, -32.143, 999.0, 999.0,  3348.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 457.5,  680.0,   0.1,  -2.1,  85.7,   -1.3,   -8.8,   8.9,   8.4,   4.7,  -64.754, -32.144, 999.0, 999.0,  3408.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 468.4,  675.0,   0.9,   0.2,  94.5,    0.4,   -7.3,   7.3, 356.5,   6.0,  -64.754, -32.144, 999.0, 999.0,  3466.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 477.8,  670.0,   0.8,   0.3,  96.3,    1.1,   -6.3,   6.4, 350.1,   5.8,  -64.754, -32.145, 999.0, 999.0,  3525.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 488.0,  665.0,   0.5,   0.4,  99.1,    1.4,   -5.9,   6.1, 346.7,   4.9,  -64.754, -32.146, 999.0, 999.0,  3584.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 499.0,  660.0,   0.5,   0.2,  98.2,    1.9,   -5.6,   5.9, 341.3,   4.6,  -64.754, -32.146, 999.0, 999.0,  3646.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
