Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  963.9,  22.5,  19.3,  82.1,    0.8,    0.6,   1.0, 230.0, 999.0,  -63.726, -29.906, 999.0, 999.0,   341.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   7.1,  960.0,  22.1,  19.4,  84.4,   -0.3,    5.0,   5.0, 176.0,   7.0,  -63.726, -29.906, 999.0, 999.0,   380.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  15.8,  955.0,  21.6,  19.5,  87.7,    0.1,    5.6,   5.6, 180.9,   4.5,  -63.726, -29.905, 999.0, 999.0,   426.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  23.5,  950.0,  21.2,  19.4,  89.8,    0.4,    6.5,   6.5, 183.9,   5.7,  -63.726, -29.905, 999.0, 999.0,   471.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  31.7,  945.0,  20.7,  19.3,  91.5,    0.6,    7.2,   7.2, 184.9,   5.3,  -63.726, -29.904, 999.0, 999.0,   517.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  40.0,  940.0,  20.3,  19.2,  93.3,    0.1,    7.8,   7.8, 180.7,   5.0,  -63.726, -29.904, 999.0, 999.0,   563.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  47.4,  935.0,  19.9,  19.1,  95.2,   -0.2,    8.4,   8.4, 178.4,   6.5,  -63.726, -29.903, 999.0, 999.0,   609.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  55.6,  930.0,  19.6,  19.1,  97.0,   -1.1,    8.8,   8.9, 173.1,   5.5,  -63.726, -29.903, 999.0, 999.0,   656.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  65.0,  925.0,  19.3,  19.1,  98.8,   -2.5,    9.2,   9.5, 164.8,   7.0,  -63.726, -29.902, 999.0, 999.0,   703.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  74.0,  920.0,  19.6,  19.6,  99.8,   -3.5,    9.1,   9.7, 159.0,   5.5,  -63.726, -29.901, 999.0, 999.0,   749.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
