Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  977.6,  15.8,   5.7,  51.0,    0.4,    5.5,   5.5, 184.0, 999.0,  -63.726, -29.906, 999.0, 999.0,   341.0,  2.0,  2.0,  2.0,  1.0,  1.0,  9.0
   4.3,  975.0,  16.4,   3.1,  40.9,    0.5,    5.7,   5.8, 185.1,   5.0,  -63.726, -29.906, 999.0, 999.0,   364.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  12.1,  970.0,  17.1,   2.2,  36.9,    0.8,    7.2,   7.2, 186.3,   5.8,  -63.726, -29.905, 999.0, 999.0,   408.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  19.9,  965.0,  16.8,   1.3,  35.2,    0.9,    9.8,   9.8, 185.2,   6.0,  -63.726, -29.905, 999.0, 999.0,   452.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  26.6,  960.0,  16.8,   0.6,  33.5,    1.0,   11.7,  11.8, 184.9,   6.0,  -63.726, -29.904, 999.0, 999.0,   495.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  33.9,  955.0,  16.9,   0.0,  31.8,    0.7,   13.1,  13.1, 183.1,   7.0,  -63.726, -29.903, 999.0, 999.0,   541.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  41.8,  950.0,  16.7,   0.0,  32.2,    0.2,   14.2,  14.2, 180.9,   6.0,  -63.726, -29.902, 999.0, 999.0,   585.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  50.1,  945.0,  16.4,  -0.4,  31.9,    0.3,   15.0,  15.0, 181.1,   5.5,  -63.726, -29.901, 999.0, 999.0,   630.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  58.3,  940.0,  16.1,  -1.0,  31.2,    0.0,   15.7,  15.7, 180.0,   5.5,  -63.726, -29.900, 999.0, 999.0,   674.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  66.0,  935.0,  15.8,  -1.4,  30.8,   -0.3,   16.4,  16.4, 179.0,   7.0,  -63.726, -29.899, 999.0, 999.0,   720.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
