Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  958.4,  29.6,  26.1,  81.5,    0.0,    0.0,   0.0,   0.0, 999.0,  -63.726, -29.906, 999.0, 999.0,   341.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   7.1,  955.0,  29.6,  25.7,  79.5,    0.9,    0.6,   1.1, 239.5,   4.5,  -63.726, -29.906, 999.0, 999.0,   373.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  18.4,  950.0,  31.1,  23.4,  63.7,    0.4,    0.2,   0.5, 247.8,   5.0,  -63.726, -29.906, 999.0, 999.0,   421.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  28.8,  945.0,  31.0,  22.3,  59.9,   -0.6,   -0.4,   0.7,  57.7,   4.5,  -63.726, -29.906, 999.0, 999.0,   469.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  39.3,  940.0,  31.0,  21.8,  58.0,   -1.4,   -1.0,   1.7,  55.4,   4.5,  -63.726, -29.906, 999.0, 999.0,   517.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  50.2,  935.0,  30.8,  21.4,  57.3,   -2.7,   -1.5,   3.1,  60.8,   5.0,  -63.726, -29.906, 999.0, 999.0,   564.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  60.9,  930.0,  30.5,  21.1,  57.6,   -3.5,   -1.8,   3.9,  62.7,   4.5,  -63.726, -29.906, 999.0, 999.0,   613.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  70.6,  925.0,  30.1,  20.9,  57.7,   -4.2,   -1.9,   4.6,  65.7,   4.5,  -63.727, -29.906, 999.0, 999.0,   661.7,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  79.8,  920.0,  29.8,  20.7,  58.2,   -4.1,   -2.1,   4.6,  62.9,   6.0,  -63.727, -29.907, 999.0, 999.0,   710.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  88.9,  915.0,  29.5,  20.5,  58.4,   -4.7,   -2.8,   5.5,  59.1,   6.0,  -63.728, -29.907, 999.0, 999.0,   758.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  98.4,  910.0,  29.4,  20.4,  58.2,   -5.7,   -4.2,   7.1,  54.0,   5.5,  -63.728, -29.907, 999.0, 999.0,   807.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 107.2,  905.0,  29.5,  20.0,  56.5,   -6.4,   -5.4,   8.4,  49.8,   6.0,  -63.729, -29.907, 999.0, 999.0,   857.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 116.9,  900.0,  29.7,  19.2,  53.2,   -7.2,   -6.7,   9.9,  47.0,   5.0,  -63.729, -29.908, 999.0, 999.0,   906.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 126.3,  895.0,  29.7,  18.4,  50.8,   -7.4,   -8.0,  10.9,  42.7,   6.0,  -63.730, -29.909, 999.0, 999.0,   956.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 135.8,  890.0,  29.7,  17.9,  49.2,   -7.1,   -9.1,  11.5,  38.0,   5.5,  -63.731, -29.909, 999.0, 999.0,  1006.1,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 145.8,  885.0,  29.6,  17.2,  47.3,   -6.4,   -9.9,  11.8,  33.1,   6.0,  -63.732, -29.910, 999.0, 999.0,  1056.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 156.0,  880.0,  29.3,  17.0,  47.5,   -5.8,  -10.4,  11.9,  29.1,   5.0,  -63.732, -29.911, 999.0, 999.0,  1108.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 165.8,  875.0,  28.9,  16.7,  47.7,   -5.8,  -10.9,  12.3,  28.0,   5.0,  -63.733, -29.912, 999.0, 999.0,  1158.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 175.7,  870.0,  28.4,  16.5,  48.5,   -5.8,  -11.3,  12.7,  27.2,   5.3,  -63.733, -29.913, 999.0, 999.0,  1209.3,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 185.2,  865.0,  27.9,  16.5,  49.8,   -5.8,  -11.3,  12.7,  27.1,   5.5,  -63.734, -29.914, 999.0, 999.0,  1260.6,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 194.5,  860.0,  27.6,  16.4,  50.7,   -5.7,  -11.2,  12.5,  27.0,   5.5,  -63.735, -29.915, 999.0, 999.0,  1312.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 204.0,  855.0,  27.1,  16.4,  52.1,   -5.4,  -11.1,  12.3,  25.9,   5.0,  -63.735, -29.916, 999.0, 999.0,  1364.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 213.5,  850.0,  26.6,  16.4,  53.5,   -5.0,  -11.1,  12.2,  24.2,   5.5,  -63.736, -29.917, 999.0, 999.0,  1415.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 223.2,  845.0,  26.1,  16.4,  55.1,   -4.6,  -11.2,  12.1,  22.3,   5.0,  -63.736, -29.918, 999.0, 999.0,  1467.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 232.6,  840.0,  25.7,  16.4,  56.7,   -3.9,  -11.0,  11.7,  19.7,   5.5,  -63.736, -29.919, 999.0, 999.0,  1520.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
 242.2,  835.0,  25.1,  16.4,  58.5,   -3.3,  -10.9,  11.4,  16.8,   4.5,  -63.737, -29.920, 999.0, 999.0,  1573.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
