Time,Press,Temp,Dewpt,RH,Ucmp,Vcmp,spd,dir,Wcm, Lon,Lat,Ele,Azi,Alt, Qp,Qt,Qr, Qu,Qv,Qd
   0.0,  968.2,  22.7,  17.6,  72.9,    0.0,   -1.0,   1.0, 360.0, 999.0,  -63.726, -29.906, 999.0, 999.0,   341.0,  1.0,  1.0,  1.0,  1.0,  1.0,  9.0
   6.3,  965.0,  23.0,  18.6,  76.2,    0.7,   -5.0,   5.1, 352.1,   6.0,  -63.726, -29.906, 999.0, 999.0,   369.8,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  13.6,  960.0,  22.8,  18.3,  75.6,    0.7,   -6.3,   6.3, 353.7,   7.0,  -63.726, -29.907, 999.0, 999.0,   415.4,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  21.7,  955.0,  23.0,  18.1,  73.9,    0.5,   -8.7,   8.7, 356.6,   6.0,  -63.726, -29.907, 999.0, 999.0,   461.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  30.3,  950.0,  23.2,  17.8,  72.0,    0.0,  -11.5,  11.5,   0.0,   5.3,  -63.726, -29.908, 999.0, 999.0,   506.9,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  38.5,  945.0,  23.4,  17.3,  68.8,    0.0,  -14.0,  14.0,   0.0,   5.5,  -63.726, -29.909, 999.0, 999.0,   553.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  47.1,  940.0,  25.0,  15.9,  57.1,    0.4,  -15.8,  15.8, 358.4,   5.3,  -63.726, -29.910, 999.0, 999.0,   599.5,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  55.2,  935.0,  25.6,  14.2,  49.4,    1.2,  -16.6,  16.6, 355.9,   6.0,  -63.726, -29.911, 999.0, 999.0,   647.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  64.2,  930.0,  25.2,  13.4,  47.9,    1.7,  -16.4,  16.5, 354.1,   5.5,  -63.726, -29.913, 999.0, 999.0,   694.0,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
  72.8,  925.0,  24.8,  13.1,  48.3,    1.7,  -16.1,  16.2, 354.0,   5.8,  -63.725, -29.914, 999.0, 999.0,   741.2,  1.0,  1.0,  1.0,  1.0,  1.0, 99.0
